id,tweet_user_id,tweet_user_email,content,user_id,user_email,like,bookmark
24,4,sample4@example.com,IFTTTのAlexaサービスが終了してしまったのは悲しい限り、、、,1,sample1@example.com,,
37,2,sample2@example.com,古いMacのバッテリー交換するくらいなら、そのお金でAnkerのでかいモバイルバッテリーを買えば良いのでは、、、？？？,1,sample1@example.com,1,1
2,1,sample1@example.com,"iPad買ったは良いものの、初タブレットだしまだまだ使いこなせてる気がしない。
iPadの手書きアプリでおすすめがある人教えてください。",2,sample2@example.com,1,
41,8,sample8@example.com,Ankerのモバイルバッテリー便利すぎる。iPhoneSE2なら余裕でフル充電できる。とはいえSE2もそろそろ変えたいところ、、、,2,sample2@example.com,1,
10,1,sample1@example.com,MacBookの容量、128GBHDDでなんとかやってきたけど、流石に限界を感じてる。,2,sample2@example.com,1,
34,7,sample7@example.com,本はiPadで読んでたけど、Kindle paperwhiteめちゃくちゃ軽いな、、、ありだな、、、,2,sample2@example.com,,
31,6,sample6@example.com,Mac Studioで作業快適だけど、そろそろ良い椅子もほしい。,2,sample2@example.com,,
38,2,sample2@example.com,Jabra Elite 85tアプリのフィッティングの時の音めちゃくちゃかっこいいからみんな聴いてほしい。,2,sample2@example.com,,
29,5,sample5@example.com,エンボディゲーミングチェアのせいで永遠にゲームができる。誰か助けてください。,2,sample2@example.com,1,
7,1,sample1@example.com,HHKBを大掃除。埃がすごい。ピカピカで気持ちいい。それでも消せないHHKB Studioへの興味。,2,sample2@example.com,,
14,2,sample2@example.com,Apple Watch Ultra2、バッテリー持ちが良すぎて最高。,2,sample2@example.com,,
19,3,sample3@example.com,Galaxy Z Flip5ずっとパカパカしてられる,2,sample2@example.com,,
28,5,sample5@example.com,モンハン新作が待ち切れない。今のうちにデカイ4Kモニター新調すべきか？？？,2,sample2@example.com,,
23,4,sample4@example.com,最近Alexaの感度が悪い、、、再起動しても変わらない。なぜ。,2,sample2@example.com,,
20,3,sample3@example.com,Snapdragon X Eliteヤバイ。Windowsの時代がくるぞ。,2,sample2@example.com,,
11,1,sample1@example.com,"次に買うMacBookのサイズは小さい方か大きい方か悩むな、、、
作業領域は確保したいけど、小さくてどこでも作業できる方が強いかな？？",2,sample2@example.com,,
39,8,sample8@example.com,近所のマックはWi-Fiも電源もある上に広いので朝活に最高だしモバイルアプリのクーポンでコーヒーMが130円はすごい。,2,sample2@example.com,,
15,2,sample2@example.com,自宅用にデスクトップMac検討中。どれがいいのかな。,2,sample2@example.com,,
18,2,sample2@example.com,3月のApple新製品発表イベント楽しみ　今回はiPad miniの新しいの来るか？？,2,sample2@example.com,,
26,4,sample4@example.com,正直たまの充電くらいで事足りてるんだけど、SwitchBot カーテンにつけるソーラー充電器ってどうなんだろ。,2,sample2@example.com,1,1
40,8,sample8@example.com,iPad Air新型、12.9インチ来るのか？？？実際大きいのどうなんだろ。,2,sample2@example.com,,
27,5,sample5@example.com,そろそろ本格的な自作PCにも挑戦したい。ゲームで忙しいけど。,2,sample2@example.com,1,
1,1,sample1@example.com,初売りでついにiPad購入！三種の神器が揃ってしまった。,2,sample2@example.com,1,1
24,4,sample4@example.com,IFTTTのAlexaサービスが終了してしまったのは悲しい限り、、、,2,sample2@example.com,,
37,2,sample2@example.com,古いMacのバッテリー交換するくらいなら、そのお金でAnkerのでかいモバイルバッテリーを買えば良いのでは、、、？？？,2,sample2@example.com,,
2,1,sample1@example.com,"iPad買ったは良いものの、初タブレットだしまだまだ使いこなせてる気がしない。
iPadの手書きアプリでおすすめがある人教えてください。",2,sample2@example.com,,
41,8,sample8@example.com,Ankerのモバイルバッテリー便利すぎる。iPhoneSE2なら余裕でフル充電できる。とはいえSE2もそろそろ変えたいところ、、、,3,sample3@example.com,,
10,1,sample1@example.com,MacBookの容量、128GBHDDでなんとかやってきたけど、流石に限界を感じてる。,3,sample3@example.com,,
34,7,sample7@example.com,本はiPadで読んでたけど、Kindle paperwhiteめちゃくちゃ軽いな、、、ありだな、、、,3,sample3@example.com,1,
31,6,sample6@example.com,Mac Studioで作業快適だけど、そろそろ良い椅子もほしい。,3,sample3@example.com,,
38,2,sample2@example.com,Jabra Elite 85tアプリのフィッティングの時の音めちゃくちゃかっこいいからみんな聴いてほしい。,3,sample3@example.com,1,1
29,5,sample5@example.com,エンボディゲーミングチェアのせいで永遠にゲームができる。誰か助けてください。,3,sample3@example.com,,
7,1,sample1@example.com,HHKBを大掃除。埃がすごい。ピカピカで気持ちいい。それでも消せないHHKB Studioへの興味。,3,sample3@example.com,1,
14,2,sample2@example.com,Apple Watch Ultra2、バッテリー持ちが良すぎて最高。,3,sample3@example.com,,
19,3,sample3@example.com,Galaxy Z Flip5ずっとパカパカしてられる,3,sample3@example.com,,
28,5,sample5@example.com,モンハン新作が待ち切れない。今のうちにデカイ4Kモニター新調すべきか？？？,3,sample3@example.com,,
23,4,sample4@example.com,最近Alexaの感度が悪い、、、再起動しても変わらない。なぜ。,3,sample3@example.com,,
20,3,sample3@example.com,Snapdragon X Eliteヤバイ。Windowsの時代がくるぞ。,3,sample3@example.com,,
11,1,sample1@example.com,"次に買うMacBookのサイズは小さい方か大きい方か悩むな、、、
作業領域は確保したいけど、小さくてどこでも作業できる方が強いかな？？",3,sample3@example.com,,
39,8,sample8@example.com,近所のマックはWi-Fiも電源もある上に広いので朝活に最高だしモバイルアプリのクーポンでコーヒーMが130円はすごい。,3,sample3@example.com,,
15,2,sample2@example.com,自宅用にデスクトップMac検討中。どれがいいのかな。,3,sample3@example.com,,
18,2,sample2@example.com,3月のApple新製品発表イベント楽しみ　今回はiPad miniの新しいの来るか？？,3,sample3@example.com,,
26,4,sample4@example.com,正直たまの充電くらいで事足りてるんだけど、SwitchBot カーテンにつけるソーラー充電器ってどうなんだろ。,3,sample3@example.com,,
40,8,sample8@example.com,iPad Air新型、12.9インチ来るのか？？？実際大きいのどうなんだろ。,3,sample3@example.com,,
27,5,sample5@example.com,そろそろ本格的な自作PCにも挑戦したい。ゲームで忙しいけど。,3,sample3@example.com,1,
1,1,sample1@example.com,初売りでついにiPad購入！三種の神器が揃ってしまった。,3,sample3@example.com,,
24,4,sample4@example.com,IFTTTのAlexaサービスが終了してしまったのは悲しい限り、、、,3,sample3@example.com,1,1
37,2,sample2@example.com,古いMacのバッテリー交換するくらいなら、そのお金でAnkerのでかいモバイルバッテリーを買えば良いのでは、、、？？？,3,sample3@example.com,1,
2,1,sample1@example.com,"iPad買ったは良いものの、初タブレットだしまだまだ使いこなせてる気がしない。
iPadの手書きアプリでおすすめがある人教えてください。",3,sample3@example.com,,
41,8,sample8@example.com,Ankerのモバイルバッテリー便利すぎる。iPhoneSE2なら余裕でフル充電できる。とはいえSE2もそろそろ変えたいところ、、、,4,sample4@example.com,1,
10,1,sample1@example.com,MacBookの容量、128GBHDDでなんとかやってきたけど、流石に限界を感じてる。,4,sample4@example.com,,
34,7,sample7@example.com,本はiPadで読んでたけど、Kindle paperwhiteめちゃくちゃ軽いな、、、ありだな、、、,4,sample4@example.com,1,
31,6,sample6@example.com,Mac Studioで作業快適だけど、そろそろ良い椅子もほしい。,4,sample4@example.com,1,
38,2,sample2@example.com,Jabra Elite 85tアプリのフィッティングの時の音めちゃくちゃかっこいいからみんな聴いてほしい。,4,sample4@example.com,,
29,5,sample5@example.com,エンボディゲーミングチェアのせいで永遠にゲームができる。誰か助けてください。,4,sample4@example.com,,
7,1,sample1@example.com,HHKBを大掃除。埃がすごい。ピカピカで気持ちいい。それでも消せないHHKB Studioへの興味。,4,sample4@example.com,,
14,2,sample2@example.com,Apple Watch Ultra2、バッテリー持ちが良すぎて最高。,4,sample4@example.com,,
19,3,sample3@example.com,Galaxy Z Flip5ずっとパカパカしてられる,4,sample4@example.com,1,
28,5,sample5@example.com,モンハン新作が待ち切れない。今のうちにデカイ4Kモニター新調すべきか？？？,4,sample4@example.com,1,
23,4,sample4@example.com,最近Alexaの感度が悪い、、、再起動しても変わらない。なぜ。,4,sample4@example.com,,
20,3,sample3@example.com,Snapdragon X Eliteヤバイ。Windowsの時代がくるぞ。,4,sample4@example.com,,
11,1,sample1@example.com,"次に買うMacBookのサイズは小さい方か大きい方か悩むな、、、
作業領域は確保したいけど、小さくてどこでも作業できる方が強いかな？？",4,sample4@example.com,1,
39,8,sample8@example.com,近所のマックはWi-Fiも電源もある上に広いので朝活に最高だしモバイルアプリのクーポンでコーヒーMが130円はすごい。,4,sample4@example.com,1,1
15,2,sample2@example.com,自宅用にデスクトップMac検討中。どれがいいのかな。,4,sample4@example.com,,
18,2,sample2@example.com,3月のApple新製品発表イベント楽しみ　今回はiPad miniの新しいの来るか？？,4,sample4@example.com,,
26,4,sample4@example.com,正直たまの充電くらいで事足りてるんだけど、SwitchBot カーテンにつけるソーラー充電器ってどうなんだろ。,4,sample4@example.com,,
40,8,sample8@example.com,iPad Air新型、12.9インチ来るのか？？？実際大きいのどうなんだろ。,4,sample4@example.com,,
27,5,sample5@example.com,そろそろ本格的な自作PCにも挑戦したい。ゲームで忙しいけど。,4,sample4@example.com,,
1,1,sample1@example.com,初売りでついにiPad購入！三種の神器が揃ってしまった。,4,sample4@example.com,1,
24,4,sample4@example.com,IFTTTのAlexaサービスが終了してしまったのは悲しい限り、、、,4,sample4@example.com,,
37,2,sample2@example.com,古いMacのバッテリー交換するくらいなら、そのお金でAnkerのでかいモバイルバッテリーを買えば良いのでは、、、？？？,4,sample4@example.com,,
2,1,sample1@example.com,"iPad買ったは良いものの、初タブレットだしまだまだ使いこなせてる気がしない。
iPadの手書きアプリでおすすめがある人教えてください。",4,sample4@example.com,,
41,8,sample8@example.com,Ankerのモバイルバッテリー便利すぎる。iPhoneSE2なら余裕でフル充電できる。とはいえSE2もそろそろ変えたいところ、、、,5,sample5@example.com,1,
10,1,sample1@example.com,MacBookの容量、128GBHDDでなんとかやってきたけど、流石に限界を感じてる。,5,sample5@example.com,1,
34,7,sample7@example.com,本はiPadで読んでたけど、Kindle paperwhiteめちゃくちゃ軽いな、、、ありだな、、、,5,sample5@example.com,1,
31,6,sample6@example.com,Mac Studioで作業快適だけど、そろそろ良い椅子もほしい。,5,sample5@example.com,1,
38,2,sample2@example.com,Jabra Elite 85tアプリのフィッティングの時の音めちゃくちゃかっこいいからみんな聴いてほしい。,5,sample5@example.com,,
29,5,sample5@example.com,エンボディゲーミングチェアのせいで永遠にゲームができる。誰か助けてください。,5,sample5@example.com,,
7,1,sample1@example.com,HHKBを大掃除。埃がすごい。ピカピカで気持ちいい。それでも消せないHHKB Studioへの興味。,5,sample5@example.com,,
14,2,sample2@example.com,Apple Watch Ultra2、バッテリー持ちが良すぎて最高。,5,sample5@example.com,,
19,3,sample3@example.com,Galaxy Z Flip5ずっとパカパカしてられる,5,sample5@example.com,,
28,5,sample5@example.com,モンハン新作が待ち切れない。今のうちにデカイ4Kモニター新調すべきか？？？,5,sample5@example.com,,
23,4,sample4@example.com,最近Alexaの感度が悪い、、、再起動しても変わらない。なぜ。,5,sample5@example.com,,
20,3,sample3@example.com,Snapdragon X Eliteヤバイ。Windowsの時代がくるぞ。,5,sample5@example.com,1,1
11,1,sample1@example.com,"次に買うMacBookのサイズは小さい方か大きい方か悩むな、、、
作業領域は確保したいけど、小さくてどこでも作業できる方が強いかな？？",5,sample5@example.com,,
39,8,sample8@example.com,近所のマックはWi-Fiも電源もある上に広いので朝活に最高だしモバイルアプリのクーポンでコーヒーMが130円はすごい。,5,sample5@example.com,1,
15,2,sample2@example.com,自宅用にデスクトップMac検討中。どれがいいのかな。,5,sample5@example.com,1,
18,2,sample2@example.com,3月のApple新製品発表イベント楽しみ　今回はiPad miniの新しいの来るか？？,5,sample5@example.com,,
26,4,sample4@example.com,正直たまの充電くらいで事足りてるんだけど、SwitchBot カーテンにつけるソーラー充電器ってどうなんだろ。,5,sample5@example.com,,
40,8,sample8@example.com,iPad Air新型、12.9インチ来るのか？？？実際大きいのどうなんだろ。,5,sample5@example.com,,
27,5,sample5@example.com,そろそろ本格的な自作PCにも挑戦したい。ゲームで忙しいけど。,5,sample5@example.com,,
1,1,sample1@example.com,初売りでついにiPad購入！三種の神器が揃ってしまった。,5,sample5@example.com,,
24,4,sample4@example.com,IFTTTのAlexaサービスが終了してしまったのは悲しい限り、、、,5,sample5@example.com,,
37,2,sample2@example.com,古いMacのバッテリー交換するくらいなら、そのお金でAnkerのでかいモバイルバッテリーを買えば良いのでは、、、？？？,5,sample5@example.com,1,
2,1,sample1@example.com,"iPad買ったは良いものの、初タブレットだしまだまだ使いこなせてる気がしない。
iPadの手書きアプリでおすすめがある人教えてください。",5,sample5@example.com,,
41,8,sample8@example.com,Ankerのモバイルバッテリー便利すぎる。iPhoneSE2なら余裕でフル充電できる。とはいえSE2もそろそろ変えたいところ、、、,6,sample6@example.com,,
10,1,sample1@example.com,MacBookの容量、128GBHDDでなんとかやってきたけど、流石に限界を感じてる。,6,sample6@example.com,1,
34,7,sample7@example.com,本はiPadで読んでたけど、Kindle paperwhiteめちゃくちゃ軽いな、、、ありだな、、、,6,sample6@example.com,1,1
31,6,sample6@example.com,Mac Studioで作業快適だけど、そろそろ良い椅子もほしい。,6,sample6@example.com,,
38,2,sample2@example.com,Jabra Elite 85tアプリのフィッティングの時の音めちゃくちゃかっこいいからみんな聴いてほしい。,6,sample6@example.com,,
29,5,sample5@example.com,エンボディゲーミングチェアのせいで永遠にゲームができる。誰か助けてください。,6,sample6@example.com,1,1
7,1,sample1@example.com,HHKBを大掃除。埃がすごい。ピカピカで気持ちいい。それでも消せないHHKB Studioへの興味。,6,sample6@example.com,,
14,2,sample2@example.com,Apple Watch Ultra2、バッテリー持ちが良すぎて最高。,6,sample6@example.com,,
19,3,sample3@example.com,Galaxy Z Flip5ずっとパカパカしてられる,6,sample6@example.com,1,
28,5,sample5@example.com,モンハン新作が待ち切れない。今のうちにデカイ4Kモニター新調すべきか？？？,6,sample6@example.com,1,
23,4,sample4@example.com,最近Alexaの感度が悪い、、、再起動しても変わらない。なぜ。,6,sample6@example.com,,
20,3,sample3@example.com,Snapdragon X Eliteヤバイ。Windowsの時代がくるぞ。,6,sample6@example.com,1,
11,1,sample1@example.com,"次に買うMacBookのサイズは小さい方か大きい方か悩むな、、、
作業領域は確保したいけど、小さくてどこでも作業できる方が強いかな？？",6,sample6@example.com,,
39,8,sample8@example.com,近所のマックはWi-Fiも電源もある上に広いので朝活に最高だしモバイルアプリのクーポンでコーヒーMが130円はすごい。,6,sample6@example.com,,
15,2,sample2@example.com,自宅用にデスクトップMac検討中。どれがいいのかな。,6,sample6@example.com,1,
18,2,sample2@example.com,3月のApple新製品発表イベント楽しみ　今回はiPad miniの新しいの来るか？？,6,sample6@example.com,,
26,4,sample4@example.com,正直たまの充電くらいで事足りてるんだけど、SwitchBot カーテンにつけるソーラー充電器ってどうなんだろ。,6,sample6@example.com,,
40,8,sample8@example.com,iPad Air新型、12.9インチ来るのか？？？実際大きいのどうなんだろ。,6,sample6@example.com,,
27,5,sample5@example.com,そろそろ本格的な自作PCにも挑戦したい。ゲームで忙しいけど。,6,sample6@example.com,1,
1,1,sample1@example.com,初売りでついにiPad購入！三種の神器が揃ってしまった。,6,sample6@example.com,,
24,4,sample4@example.com,IFTTTのAlexaサービスが終了してしまったのは悲しい限り、、、,6,sample6@example.com,1,
37,2,sample2@example.com,古いMacのバッテリー交換するくらいなら、そのお金でAnkerのでかいモバイルバッテリーを買えば良いのでは、、、？？？,6,sample6@example.com,1,
2,1,sample1@example.com,"iPad買ったは良いものの、初タブレットだしまだまだ使いこなせてる気がしない。
iPadの手書きアプリでおすすめがある人教えてください。",6,sample6@example.com,,
41,8,sample8@example.com,Ankerのモバイルバッテリー便利すぎる。iPhoneSE2なら余裕でフル充電できる。とはいえSE2もそろそろ変えたいところ、、、,7,sample7@example.com,1,1
10,1,sample1@example.com,MacBookの容量、128GBHDDでなんとかやってきたけど、流石に限界を感じてる。,7,sample7@example.com,1,1
34,7,sample7@example.com,本はiPadで読んでたけど、Kindle paperwhiteめちゃくちゃ軽いな、、、ありだな、、、,7,sample7@example.com,1,
31,6,sample6@example.com,Mac Studioで作業快適だけど、そろそろ良い椅子もほしい。,7,sample7@example.com,,
38,2,sample2@example.com,Jabra Elite 85tアプリのフィッティングの時の音めちゃくちゃかっこいいからみんな聴いてほしい。,7,sample7@example.com,,
29,5,sample5@example.com,エンボディゲーミングチェアのせいで永遠にゲームができる。誰か助けてください。,7,sample7@example.com,,
7,1,sample1@example.com,HHKBを大掃除。埃がすごい。ピカピカで気持ちいい。それでも消せないHHKB Studioへの興味。,7,sample7@example.com,,
14,2,sample2@example.com,Apple Watch Ultra2、バッテリー持ちが良すぎて最高。,7,sample7@example.com,1,
19,3,sample3@example.com,Galaxy Z Flip5ずっとパカパカしてられる,7,sample7@example.com,,
28,5,sample5@example.com,モンハン新作が待ち切れない。今のうちにデカイ4Kモニター新調すべきか？？？,7,sample7@example.com,,
23,4,sample4@example.com,最近Alexaの感度が悪い、、、再起動しても変わらない。なぜ。,7,sample7@example.com,,
20,3,sample3@example.com,Snapdragon X Eliteヤバイ。Windowsの時代がくるぞ。,7,sample7@example.com,,
11,1,sample1@example.com,"次に買うMacBookのサイズは小さい方か大きい方か悩むな、、、
作業領域は確保したいけど、小さくてどこでも作業できる方が強いかな？？",7,sample7@example.com,1,
39,8,sample8@example.com,近所のマックはWi-Fiも電源もある上に広いので朝活に最高だしモバイルアプリのクーポンでコーヒーMが130円はすごい。,7,sample7@example.com,1,1
15,2,sample2@example.com,自宅用にデスクトップMac検討中。どれがいいのかな。,7,sample7@example.com,,
18,2,sample2@example.com,3月のApple新製品発表イベント楽しみ　今回はiPad miniの新しいの来るか？？,7,sample7@example.com,1,
26,4,sample4@example.com,正直たまの充電くらいで事足りてるんだけど、SwitchBot カーテンにつけるソーラー充電器ってどうなんだろ。,7,sample7@example.com,,
40,8,sample8@example.com,iPad Air新型、12.9インチ来るのか？？？実際大きいのどうなんだろ。,7,sample7@example.com,1,
27,5,sample5@example.com,そろそろ本格的な自作PCにも挑戦したい。ゲームで忙しいけど。,7,sample7@example.com,,
1,1,sample1@example.com,初売りでついにiPad購入！三種の神器が揃ってしまった。,7,sample7@example.com,1,
24,4,sample4@example.com,IFTTTのAlexaサービスが終了してしまったのは悲しい限り、、、,7,sample7@example.com,,
37,2,sample2@example.com,古いMacのバッテリー交換するくらいなら、そのお金でAnkerのでかいモバイルバッテリーを買えば良いのでは、、、？？？,7,sample7@example.com,,
2,1,sample1@example.com,"iPad買ったは良いものの、初タブレットだしまだまだ使いこなせてる気がしない。
iPadの手書きアプリでおすすめがある人教えてください。",7,sample7@example.com,1,
41,8,sample8@example.com,Ankerのモバイルバッテリー便利すぎる。iPhoneSE2なら余裕でフル充電できる。とはいえSE2もそろそろ変えたいところ、、、,8,sample8@example.com,1,1
10,1,sample1@example.com,MacBookの容量、128GBHDDでなんとかやってきたけど、流石に限界を感じてる。,8,sample8@example.com,,
34,7,sample7@example.com,本はiPadで読んでたけど、Kindle paperwhiteめちゃくちゃ軽いな、、、ありだな、、、,8,sample8@example.com,1,
31,6,sample6@example.com,Mac Studioで作業快適だけど、そろそろ良い椅子もほしい。,8,sample8@example.com,1,
38,2,sample2@example.com,Jabra Elite 85tアプリのフィッティングの時の音めちゃくちゃかっこいいからみんな聴いてほしい。,8,sample8@example.com,1,
29,5,sample5@example.com,エンボディゲーミングチェアのせいで永遠にゲームができる。誰か助けてください。,8,sample8@example.com,,
7,1,sample1@example.com,HHKBを大掃除。埃がすごい。ピカピカで気持ちいい。それでも消せないHHKB Studioへの興味。,8,sample8@example.com,1,
14,2,sample2@example.com,Apple Watch Ultra2、バッテリー持ちが良すぎて最高。,8,sample8@example.com,,
19,3,sample3@example.com,Galaxy Z Flip5ずっとパカパカしてられる,8,sample8@example.com,,
28,5,sample5@example.com,モンハン新作が待ち切れない。今のうちにデカイ4Kモニター新調すべきか？？？,8,sample8@example.com,1,
23,4,sample4@example.com,最近Alexaの感度が悪い、、、再起動しても変わらない。なぜ。,8,sample8@example.com,,
20,3,sample3@example.com,Snapdragon X Eliteヤバイ。Windowsの時代がくるぞ。,8,sample8@example.com,,
11,1,sample1@example.com,"次に買うMacBookのサイズは小さい方か大きい方か悩むな、、、
作業領域は確保したいけど、小さくてどこでも作業できる方が強いかな？？",8,sample8@example.com,,
39,8,sample8@example.com,近所のマックはWi-Fiも電源もある上に広いので朝活に最高だしモバイルアプリのクーポンでコーヒーMが130円はすごい。,8,sample8@example.com,,
15,2,sample2@example.com,自宅用にデスクトップMac検討中。どれがいいのかな。,8,sample8@example.com,,
18,2,sample2@example.com,3月のApple新製品発表イベント楽しみ　今回はiPad miniの新しいの来るか？？,8,sample8@example.com,1,1
26,4,sample4@example.com,正直たまの充電くらいで事足りてるんだけど、SwitchBot カーテンにつけるソーラー充電器ってどうなんだろ。,8,sample8@example.com,,
40,8,sample8@example.com,iPad Air新型、12.9インチ来るのか？？？実際大きいのどうなんだろ。,8,sample8@example.com,,
27,5,sample5@example.com,そろそろ本格的な自作PCにも挑戦したい。ゲームで忙しいけど。,8,sample8@example.com,1,
1,1,sample1@example.com,初売りでついにiPad購入！三種の神器が揃ってしまった。,8,sample8@example.com,1,1
24,4,sample4@example.com,IFTTTのAlexaサービスが終了してしまったのは悲しい限り、、、,8,sample8@example.com,1,1
37,2,sample2@example.com,古いMacのバッテリー交換するくらいなら、そのお金でAnkerのでかいモバイルバッテリーを買えば良いのでは、、、？？？,8,sample8@example.com,1,
2,1,sample1@example.com,"iPad買ったは良いものの、初タブレットだしまだまだ使いこなせてる気がしない。
iPadの手書きアプリでおすすめがある人教えてください。",8,sample8@example.com,1,1
