id,user_id,user_email,name,category,model_number,manufacturer,price,other_info,review
11,1,sample1@example.com,Apple Pencil,その他,,Apple,19880,第二世代,
12,1,sample1@example.com,エルゴトロン MX デスク モニターアーム ,その他,45-214-026,ERGOTRON,15300,30インチ,
13,1,sample1@example.com,Fire 7 タブレット,タブレット,,Amazon,8980,16GB,
14,1,sample1@example.com,フットレスト,その他,,サンワサプライ,2980,,
15,2,sample2@example.com,iPhone 15 Pro Max,スマートフォン,,Apple,249800,"1TB,ナチュラルチタニウム","# どんなガジェット？
現時点での最高スペックiPhne

# ここが好き
動作がサクサクでノンストレス、チタニウム素材で質感も◎
また、Proモデルながら、チタニウム素材による軽量化がされているとのことだったが、実際に従来のものよりも軽く、取り回しがよくなった。

# Type-Cケーブルの利便性
ついにType-Cケーブルに対応したことで、活用の幅が更に広がった。
映像出力できるケーブルを接続することで、大画面で情報をシェアできる。
ちょっとした資料の共有など、仕事でもプライベートでも使いやすくなった。
外出時のケーブルが１種類で済むのも便利！"
16,2,sample2@example.com,MacBook Pro 2023,PC本体,,Apple,644800,"M3 Max,16インチ","# どんなガジェット？
現時点での最高スペックMacBook

# ここが好き
どんな作業でもサクサクこなせる。
マルチディスプレイに出力して作業領域を広げることも可能。

外出時にも、１６インチと余裕のあるサイズで、どんな作業でも快適にこなせる。

"
17,2,sample2@example.com,AirPods Pro,オーディオ,,Apple,39800,第二世代,"# どんなガジェット？
AirPods Pro 第二世代

# ここが好き
Apple製品とのペアリングのしやすさ
ヘッドホンタイプのAirPods Maxよりもノイズキャンセリングが高性能に感じるので、どこにでも持ち出して作業に集中できる
"
18,2,sample2@example.com,Apple Watch Ultra2,スマートウォッチ,,Apple,128800,"Ultra,第二世代,49mm","# どんなガジェット？
Apple Watch Ultraシリーズの2世代目

# ここが好き
従来のAppleWatchと比べ、バッテリーが1日中確実に保つ点。これにより気にすべきことが一つ減るので大きい。
堅牢製も向上しているとのことなので、どこにでも持ち出せるのも◎
画面も49mmと大きく見やすい。"
19,2,sample2@example.com,iPad mini 6,タブレット,,Apple,102800,"Wi-Fi + Cellular,256GB","# どんなガジェット？
iPadシリーズの中で最小モデルのiPad mini

# ここが好き
どこでも取り出せるサイズ感が特にお気に入り。
Cellularモデルなので、近場の外出はこれだけですることもできる。"
20,3,sample3@example.com,Surface Pro 9,PC本体,,Microsoft,391897,"第12世代 Intel Core i7,32 GB RAM, 1TB SSD","# どんなガジェット？
最新のSurfaceProの最高スペック版

# ここが好き
スマートなデザイン・携帯性に加えて、どんな作業もサクサクこなせるスペックが◎

ガッツリ作業時はPCで、息抜きのブラウジングなどはタブレットにできるのも便利。"
21,3,sample3@example.com,LG ゲーミング モニター UltraGear  ,モニター,34WP60C-B,LG,60610,34インチ/21:9 曲面 ウルトラワイド(3440×1440),"# どんなガジェット？
韓国メーカーLG製のゲーミングモニター

# ここが好き
画面端が湾曲していることで、大画面ながら全体を見やすいところがお気に入り。
普段は作業で使っているが、ゲーミング用とだけあってゲームをすると没入感がすごい。

高リフレッシュレートなので、FPSでも快適にプレイできる。"
22,3,sample3@example.com,Galaxy Z Flip5,スマートフォン,,Samsung,160000,,"# どんなガジェット？
縦に折りたためるサムスンのAndroidスマートフォン

# ここが好き
手のひらサイズに折りたためて便利、何よりデザインが可愛い。
カメラ性能も良い。

折り畳んだ状態で情報の表示も大きくできるのでデメリットもカバーできている。"
23,3,sample3@example.com,MX MASTER 3S,マウス,,ロジクール,16940,グラファイト,"# どんなガジェット？
ロジクールの高機能マウス

# ここが好き
エルゴノミクスに基づいた形で、長時間使っても手が疲れにくい。
静音設計なので、場所を選ばず使えることも魅力。

ジェスチャー機能により、マウスだけで操作できる場面が多くなったのも◎
"
24,3,sample3@example.com,JBL TOUR PRO+ TWS,オーディオ,,JBL,16950,,"# どんなガジェット？
音響機器メーカーJBL製のワイヤレスイヤホン

# ここが好き
ワイヤレスイヤホンとしての機能は一通りついており、比較的安価ながら十分な音質。
専用アプリで細かいカスタマイズもできる点が◎
"
25,4,sample4@example.com,SwitchBot カーテン,スマート家電,,SwitchBot,8980,"充電式,ホワイト","# どんなガジェット？
SwitchBotのスマートカーテン

# ここが好き
自動でカーテンが開閉するだけなのが、こんなに便利だとは、、、というのが素直な感想です。
起床時間に開くようにセットしておくと、日光で目覚めることができます。
これで朝の目覚めが格段に良くなりました！

外出時もハブ・Alexaと連携すれば声かけ一つでカーテンを閉めたりもできます。
スケジュール設定で、長期不在時の防犯用途に使ってる人もいるみたいです。"
26,4,sample4@example.com,SwitchBot スイッチ ,スマート家電,,SwitchBot,3980,,"# どんなガジェット？
SwitchBotのスマートスイッチ

# ここが好き
赤外線対応していない部屋の電気スイッチに貼り付けて使用中。
外出時もハブ・Alexaとの連携で、声掛けだけで電気がつけられて便利です。
消し忘れた時にも一声で済むので動かなくていいのも◎"
27,4,sample4@example.com,SwitchBot Hub Mini,スマート家電,,SwitchBot,3946,,"# どんなガジェット？
SwitchBotのハブ
赤外線通信ができるリモコンを登録して、スマホや音声（要別途デバイス）で操作できる

# ここが好き
Alexaとの連携で、あらゆるリモコンを触らなくなりました。

エアコン、電灯に使っている人が多いかと思いますが、リモコンが付いていればプロジェクター等にも使えます。
「Alexa、シアターモード」で消灯+プロジェクターを起動、など、利便性はもちろんロマンも感じて楽しいです。"
28,4,sample4@example.com,Echo Pop,スマート家電,,Amazon,1980,チャコール,"# どんなガジェット？
Alexa搭載スマートスピーカー

# ここが好き
Echo Showとは別部屋で使用しています。
音質はさすがに劣るものの、Alexa機能は全く問題なく使えます。

ノートPCの上に乗せて使えるほどのサイズ感なのもいいですね。

Amazonセールでゲットできたのはラッキーでした！"
29,4,sample4@example.com,Echo Show 5 ,スマート家電,,Amazon,4980,"第3世代,チャコール","# どんなガジェット？
Alexa搭載スマートスピーカー

# ここが好き
利便性はもちろん、レスポンスの良さがお気に入りです。
これまでFireタブレットのAlexaを少しだけ利用していましたが、専用端末だけあり感度が段違いです。

画面もあるので、リビングで時計としても使っています。

スピーカーの音も想像していたよりだいぶ良く、ちょっとした音楽鑑賞であれば全く問題なく使えます。

USB Type-Cで充電式のものがいずれ出てくれたら嬉しいですね。"
30,5,sample5@example.com,GALLERIA,PC本体,XA737-1100-R21,サードウェーブ,280000,"メモリ16GB,SSD1TB,Core i7","# どんなガジェット？
ハイパワーなゲーミングデスクトップPC

# ここが好き
あらゆるゲームをサクサク楽しめる
デザインも気に入ってます
大容量なのも◎

"
31,5,sample5@example.com,ロジクール　G502 HERO,マウス,G502 HERO,ロジクール,8580,有線,"# どんなガジェット？
ゲーミングデバイスを多数販売しているロジクールのゲーミングマウス。

# ここが好き
多ボタン多機能かつスタイリッシュなデザイン。
機能面では特に、DPIシフトボタンで即座にDPIを切り替えられるのがお気に入り。

"
32,5,sample5@example.com,ロジクール　PRO キーボード,キーボード,PRO キーボード,ロジクール,13410,有線,"# どんなガジェット？
ゲーミングデバイスを多数販売しているロジクールのゲーミングキーボード。

# ここが好き
スタイリッシュなブラックと、まさにゲーミングデバイスといったライトに一目惚れして購入。
世界のトップEsportsアスリートと共同開発したとのことで、機能面も不満なし。
"
33,5,sample5@example.com,エンボディゲーミングチェア,チェア,,ロジクール,279500,シアンカラー,"# どんなガジェット？
ハーマンミラーとロジクールが共同開発したゲーミングチェア

# ここが好き
ハーマンミラーのエンボディチェアをゲーミング用途に特化させたものなので、とにかく座り心地が良く、長時間のプレイでも疲れにくい。
また、よくあるゲーミングチェアのような見た目が苦手な人にもおすすめできるデザイン。

"
34,5,sample5@example.com,ロジクール　ゲーミングヘッドセット,オーディオ,PRO X 2 LIGHTSPEED,ロジクール,34650,ブラック,"# どんなガジェット？
ゲーミングデバイスを多数販売しているロジクールのゲーミングヘッドセット。

# ここが好き
着け心地が良く、長時間のプレイでも疲れない。
トップレベルのプレーヤーが開発協力したとのことだが、それも納得の快適性。"
35,6,sample6@example.com,Mac Studio,PC本体,,Apple,598000,"M2 ULTRA,64GBメモリ,1TB SSD","# どんなガジェット？
MacデスクトップPC

# ここが好き
あらゆる作業を快適にこなせて最高。
この性能で省スペースなのも素晴らしい。
空いたスペースには他の機材がおけるので重宝しています。"
36,6,sample6@example.com,Ableton Live,その他,,Ableton,62700,Live 12,"# どんなガジェット？
Ableton社が開発したDAWソフト

# ここが好き
シンプルなIFで発想を邪魔しない
独自のセッションビューなど、アイデアを創造・増幅できる機能が特にお気に入り
"
37,6,sample6@example.com,ソニー　MDR-CD900ST,オーディオ,MDR-CD900ST,SONY,14980,,"# どんなガジェット？
業界のデファクトスタンダート的なモニタリングヘッドホン

# ここが好き
ミックス、マスタリングにはこれが欠かせません。
長時間の使用は耳が痛くなるので、多少聴こえは変わってしまいますが、ヤクシーのイヤーパッドに換装して使ってます。快適です。
"
38,6,sample6@example.com,Akai MPK mini,その他,,AKAI,9530,MK3,"# どんなガジェット？
MPCのAKAI社が開発した小型のMIDIキーボード

# ここが好き
省スペースながら、一通りの作業ができる点がお気に入り。
モードの切り替えや、各種パラメータを手元で操作できるのが、作業効率的にも特にお気に入りのポイント。"
39,6,sample6@example.com,Steinberg オーディオインターフェース,その他,,Steinberg,15000,UR22mk2,"# どんなガジェット？
SteinbergのオーディオIF

# ここが好き
低価格かつ省スペースで一通りの仕事をこなしてくれるところ。
これ一台あれば特に不便なくREC作業ができます。"
40,7,sample7@example.com,MacBook Pro 15インチ,PC本体,,Apple,254800,"M2,16GBメモリ,512GBSSD","# どんなガジェット？
MacBook Pro の15インチM2版。
メモリを16GBにカスタムしている。

# ここが好き
あらゆる作業が快適にできるところ。
大学の講義で、Pythonを用いた計算等をしていますが、このPCであれば処理速度が速いので助かっています。
15インチ画面で作業がしやすいのも◎"
41,7,sample7@example.com,iPad,タブレット,,Apple,92800,"第10世代,ブルー,256GB","# どんなガジェット？
iPad 無印の第10世代

# ここが好き
主に情報収集に使用していますが、画面が大きく見やすいのがお気に入りです。
カラーも可愛いので癒されています。"
42,7,sample7@example.com,Jabra Elite 85t,オーディオ,,Jabra,26800,"ワイヤレスイヤホン,ノイズキャンセリング,グレー,bluetooth 5.1","# どんなガジェット？
Jabraのワイヤレスイヤホン最上位モデル

# ここが好き
音質が良く、ノイズキャンセリングの効きがいいところが特にお気に入り。
専用のアプリで細かいイコライザも設定できるので、気分によっても変えられる。
アプリでは、イコライジングだけでなく、ホワイトノイズなど、ガイオンをシャットアウトできる機能がついているので、作業に集中したい時にも重宝しています。

ワイヤレス充電に対応しているので、使いたい時に常にフル充電されているのも便利。
"
43,7,sample7@example.com,Anker 623 Magnetic Wireless Charger ,充電器,,Anker,7990,"マグネット式 2-in-1MagSafe対応i,ブラック","# どんなガジェット？
Ankerの充電スタンド
MagSafe対応、非対応の２箇所でワイヤレス充電可能

# ここが好き
スマホとイヤホンを同時に、ワイヤレスで充電できるのが非常に便利です。
サイズもコンパクトかつスタイリッシュなので、卓上においてスマホスタンドとしても使えます。

Type-Cなのも助かるポイントです。"
44,7,sample7@example.com,iPhone 13,スマートフォン,,Apple,95800,128GB,"# ここが好き
MagSafe対応なので、充電が楽。"
45,8,sample8@example.com,MacBook Air,PC本体,,Apple,134800,"13インチ,M1,メモリ8GB,256GBSSD","# どんなガジェット？
MacBook Air M1チップ搭載モデル

# ここが好き
軽量小型でどこにでも持ち運びできるのに、M1チップでどんな作業でも快適にできるところ。

ほぼ同サイズでM2搭載モデルもあったが、こちらで十分だった。"
46,8,sample8@example.com,iPad Air 5,タブレット,,Apple,116800,"10.9インチ,256GB,パープル","# どんなガジェット？
iPad Airの第五世代

# ここが好き
大学の講義はこれ一つで対応可能なのが最高。
アプリ：GoodNotes5で、ノートを取るのはもちろん、教科書や配られたプリントを即スキャン・PDF化して、書き込みもできる。

マルチスクリーンで、教材+ノートで勉強ができるのも◎"
47,8,sample8@example.com,iPhone SE2,スマートフォン,,Apple,,,"# どんなガジェット？
iPhone SEの第二世代

# ここが好き
体勢などを気にせずロック解除できるので便利。
結局指紋認証が一番いいのでは。

MagSafe対応のケースをつかっっているので、ワイヤレス充電にも対応。"
48,8,sample8@example.com,Anker PowerCore 10000 PD Redux 25W,充電器,,Anker,3990,"10000mAh,Power Delivery対応","# どんなガジェット？
Ankerのコンパクトモバイルバッテリー

# ここが好き
Type-C一本で本体を充電でき、なおかつそのケーブルをそのままPCの充電にも使えるところ。

スマホなら急速で充電できるし、PC・タブレットの緊急時の充電もこれ一台で賄える。
小型で軽量なので持ち歩きにも便利。"
49,8,sample8@example.com,BoYata タブレットスタンド,その他,N-31,boyata,4099,"ミニ,ブラック","# どんなガジェット？
Boyataのタブレットスタンド
無段階高さ調節が可能

# ここが好き
コンパクトながら十分な強度でタブレットを支えられるところ。
角度調整も簡単。

高さを出せるので、長時間の作業でも疲れにくくなった。

タブレットを置いてゴリゴリ書き込むと流石に揺れるが、ちょっとした書き物やブラウジングなら安定感に全く問題なし。
PCも余裕で使える強度。
軽くて小さいので、外出時にも持っていける。"
